
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100

// --------------------------------------------------
<Trader> Medical  Trader 0//0
		TP_GROZA_Magazine,		                    			*,		450,		150
		TP_MK18_Mag,		                    				*,		450,		150
		TP_SL8_Mag_10rnd,		                    			*,		450,		150
		TP_SR47_Mag,		                    				*,		450,		150
		TP_AK105_Mag_60rnd,		                    			*,		450,		150
		TP_AK105_Mag_30rnd,		                    			*,		450,		150
		TP_AWM_Mag_10Rnd,		                    			*,		900,		300
		TP_M200_Mag_5Rnd,		                    			*,		900,		300
		TP_RPR_Mag_5Rnd,		                    			*,		900,		300
		TP_SCAR_Magazine,		                    			*,		900,		300
		TP_AR50_Mag_5Rnd,		                    			*,		900,		300
		TP_HK417_Mag,		                    				*,		900,		300
		TP_Mag_CS5_5Rnd,		                    			*,		900,		300
		TP_Mag_M24_5Rnd,		                    			*,		900,		300		
		TP_Mag_M14_20Rnd,		                    			*,		900,		300
		TP_PKP_Magazine,		                    			*,		1500,		500
		TP_PKM_Magazine,		                    			*,		1500,		500
		TP_M249_Mag200Rnd,		                    			*,		1500,		500
		TP_RPK16_Black_Mag_96Rnd,		                    	*,		1500,		500
		TP_RPK16_Green_Mag_96Rnd,		                    	*,		1500,		500
		TP_RPK16_Tan_Mag_96Rnd,		                    		*,		1500,		500
				
	<Category> Body kit	
		TP_MK18_butsstock,		                    		    *,		600,		200
		TP_SR47_butsstock,		                    		    *,		600,		200
		TP_AK105_Bttstck,		                    		    *,		600,		200
		TP_AK105_Hndgrd,		                    			*,		600,		200
		TP_HK416_Mag,		                    				*,		600,		200
		
	<Category> Silencer
		TPSilencer,		                    				    *,		3000,		1000
		TPSilencerAK,		                    				*,		3000,		1000

	<Category> AmmoBox
		tp_AmmoBox_9x18,		                    			*,		450,		150
		AmmoBox_762x51_Black,		                    		*,		450,		150
		AmmoBox_762x51mm,		                    			*,		450,		150
		AmmoBox_223rmt,		                    				*,		450,		150
		tp_AmmoBox_408,		                    				*,		450,		150
		AmmoBox_50bmg,		                    				*,		450,		150
		
	<Category> Ammo
		tp_Ammo_9x18,		                    				1,		3,		1
		tp_Ammo_762x51rubber,		                    		1,		3,		1
		tp_Ammo_762x51,		                    				1,		3,		1
		tp_Ammo_223WSSM,		                    			1,		3,		1
		tp_Ammo_408,		                    				1,		3,		1
		tp_Ammo_50bmg,		                    				1,		3,		1
		
		
		

		



























 // --------------------------------------------------
<Trader>  Crocos Quadbike  20//20


	<Category> Tools Cooking & Hunting Supplies Hardware (small)
	
	    rf_helipad_kit, 		  *, 	  150000, -1000
	    RFSolarPanelKit,          *,      15000,  -1000

      //CabinZ_Kit, 			  *, 	  75000,  -1000
        CabinZ_Prefab_Kit, 		  *,   	  250000, -1500
        CabinZ_Drill, 			  *, 	  8000,    2000

		AMS_Whistle, 		      *, 1000,-5	
	
	    DZR_PaperWritten,         *, 300, -5
		Pen_Black,                *, 250, -5
		Pen_Blue,                 *, 210, -5
		Pen_Red,                  *, 211, -5
		DZR_File_Folder,          *, 213, -5
		DZR_File_Folder_Grey,     *, 214, -5
		DZR_File_Folder_Red,      *, 215, -5
		DZR_File_Folder_Green,    *, 216, -5
		DZR_File_Folder_Blue,     *, 217, -5	
		
		CanOpener,				*,		250,	150	
		Compass,				*,		450,	250
		OrienteeringCompass,	*,		430,	230
		ChernarusMap,			*,		10,		5

		Binoculars,				*,		1300,	500	
		FishingRod,				*,		1900,	1000

		FieldShovel,			*,		2200,   1000	

		PersonalRadio,			*,		600,	300

		Rangefinder,			*,		250,	150
		
		NVGoggles,				*,		6500,	1500
		
		Chemlight_Blue,			*,		55,     3
		Chemlight_Green,		*,		55,     3
		Chemlight_Red,			*,		55,	    3
		Chemlight_White,		*,		55,	    3
		Chemlight_Yellow,		*,		55,     3
		
		Roadflare,				*,		230,	120
		Matchbox,				*,		60,		10
		Flashlight,				*,		350,	80
		
		PortableGasLamp,		*,		380,	180
		PortableGasStove,		*,		300,	200
		Headtorch_Black,		*,		550,	330
		Headtorch_Grey,			*,		550,	330

		Pot,					M,		300,	200
		Tripod,					*,		280,	190
		Paper,					1,		30,		15
		Pen_Blue,				*,		190,    140
		Rope,					*,		320,	200
		AntiPestsSpray,			*,		250,	130

		XmasLights,				*,		-260,	300
		HandcuffKeys,			*,		180,	110
		Handcuffs,				*,		450,	230
		Netting,				1,		300,	230
		BurlapSack,				*,		350,	230

		SmallProtectorCase,		*,		600,	300
		AmmoBox,				*,		1300,	600
		MediumGasCanister,		*,		350,	230
		LargeGasCanister,		*,		400,	100
		//CanisterGasoline,		*,		300,	80		
			 		
		//NailBox,				*,		-750,	350

		HescoBox,				*,		1500,	700		

		MediumTent,				*,		6000,	700		
		CarTent,				*,		6000,	700
		
		LargeTent,			    *,		6000,	700
		
		GardenLime,				*,		450,	230	

	<Category> BarrelHole		
		BarrelHoles_Blue,		*,		-1950,	1000
		BarrelHoles_Green,		*,		-1950,	1000
		BarrelHoles_Red,		*,		-1950,	1000
		BarrelHoles_Yellow,		*,		-1950,	1000

    <Category> Msp

		Msp_WoodenTable_Kit, 	   *,    150,   100
		
		Msp_AppleCrate, 	       *,    456,   100

		Msp_TackleBox, 	           *,    300,   120
		Msp_TackleBox_Black, 	   *,    300,   120
		Msp_CoolerBox, 	           *,    300,   120
		Msp_CoolerBox_Black, 	   *,    300,   120
		
		Msp_AmmoCrate, 	           *,    1800,   500
		Msp_MedievalChest, 	       *,    1800,   500
		
		Msp_PlasticCrate, 	       *,    300,   100
		Msp_GrenadeBox, 	       *,    300,   100
		
		Msp_TreasureChest, 	       *,    650,   200

		Msp_Basket_Rectangular,    *,    250,   60
		Msp_Basket_Wicker, 	       *,    250,   60
	
		Msp_Mailbox, 	           *,    200,   30
		Msp_TrashCan, 	           *,    200,   30
		
		Msp_ToolsBench_Blue_Kit,   *,    1350,   500
		Msp_ToolsBench_Grey_Kit,   *,    1350,   500
		Msp_ToolsBench_Red_Kit,    *,    1350,   500
		
		Msp_MedicalBox_Kit, 	         *,    250,   100
		
		Msp_Wardrobe_Brown_Kit, 	     *,    260,    80
		Msp_Wardrobe_Green_Kit, 	     *,    260,    80
		Msp_Wardrobe_White_Kit, 	     *,    260,    80
		
		
		Msp_WaterBarrel_Plastic, 	         *,    850,   200
		Msp_WaterBarrel_Plastic_Yellow,      *,    850,   200
		Msp_WaterBarrel_Plastic_Green, 	     *,    850,   200
		Msp_WaterBarrel_Plastic_Red, 	     *,    850,   200
		Msp_WaterBarrel_Plastic_Black, 	     *,    850,   200
		Msp_WaterBarrel_Plastic_White, 	     *,    850,   200
		Msp_WaterBarrel_Valve_Faucet, 	     *,    850,   200

		Msp_RoomDivider_Kit, 	         *,    650,   200
		
		//Msp_SantaPants, 	             *,    -4,   -3
		//Msp_SantaJacket, 	             *,    -4,   -3
		
		//Msp_Bunny, 	     *,    150,   50
		//Msp_Rabbit, 	     *,    150,   50
		
		//Msp_Egg_Blue, 	 *,    30,   80
		//Msp_Egg_Pink, 	 *,    30,   80
		//Msp_Egg_Red, 	     *,    30,   80
		//Msp_Egg_Green, 	 *,    30,   80
		//Msp_Egg_Purple, 	 *,    30,   80
		//Msp_Egg_Yellow, 	 *,    30,   80
		
		//Msp_CoffinBox, 	     *,    150,   50
		
		//Msp_WitchHat, 	     *,    160,   60
		//MSP_WitchCauldron, 	 *,    160,   60
		
		Msp_BeachChair_Kit,  *,    230,   100
		Msp_BeachBal, 	     *,    230,   100
		Msp_BeachUmbrella, 	 *,    230,   100
		
		Msp_Floatie_Wheel, 	 *,    50,   10
		Msp_Floatie_Unicorn, *,    80,   20
		
		Msp_Floatie_Unicorn_Rainbow, 	     *,    180,   60
		Msp_Floatie_Unicorn_BlueRainbow, 	 *,    180,   60
		Msp_Floatie_Unicorn_GreenRainbow, 	 *,    180,   60
		Msp_Floatie_Unicorn_PurpleRainbow, 	 *,    180,   60
		
		Msp_Floatie_Flamingo, 	        *,    40,   3
		
		Msp_Volleyball, 	            *,    40,   3
		
		Msp_KiddiePool_Kit, 	        *,    120,   30
		Msp_KiddiePool_Pink_Kit, 	    *,    120,   30
		Msp_KiddiePool_Yellow_Kit, 	    *,    120,   30
		Msp_KiddiePool_Yellow, 	        *,    120,   30

		Msp_VolleyballNet_Kit, 	        *,    130,   30
		Msp_VolleyballNet, 	            *,    130,   30
		
		Msp_Water_Gun, 	                *,    4500,  2000
		Msp_Water_Gun_Mag, 	            *,    500,   230		
		






























<Trader> Misc Trader
	<Category> Tools (small)
		Screwdriver,			*,		3,		1
		Wrench,					*,		3,		1
		SewingKit,				*,		4, 		1
		Pliers,					*,		4, 		1
		LeatherSewingKit,		*,		5, 		2
		Whetstone,				*,		5,		2
		Hammer,					*,		7,		3
		Hacksaw,				*,		7,		3
		HandSaw,				*,		7,		3
		WeaponCleaningKit,		*,		8, 		3
		KitchenKnife,			*,		8,		4
		SteakKnife,				*,		9,		4
		HuntingKnife,			*,		9,		4
		FangeKnife,				*,		9,		4
		CanOpener,				*,		10,		4
		Compass,				*,		10,		4
		OrienteeringCompass,	*,		10,		4
		Hatchet,				*,		10,		4
		CombatKnife,			*,		10,		5
		KukriKnife,				*,		10,		5
		Machete,				*,		12,		6
		Cleaver,				*,		12,		6
		CrudeMachete,			*,		12,		6
		OrientalMachete,		*,		12,		6
		Sickle,					*,		12,		6
		ChernarusMap,			*,		15,		5
		Lockpick,				*,		20,		10
		Binoculars,				*,		30,		15		
		FishingRod,				*,		60,		25
		GPSReceiver,			*,		200,	100
		PunchedCard,			*,		900,	-1
		
	<Category> Tools (big)
		LugWrench,				*,		4,		1
		Crowbar,				*,		5,		3
		Shovel,					*,		6,		3
		FieldShovel,			*,		6,		3
		FarmingHoe,				*,		6,		3
		Pitchfork,				*,		6,		3
		Broom,					*,		6,		3
		Broom_Birch,			*,		6,		3
		Pickaxe,				*,		10,		4
		SledgeHammer,			*,		12,		6
		PipeWrench,				W,		15,		7
		WoodAxe,				*,		20,		8
		FirefighterAxe,			*,		30,		12
		
	<Category> Electronics
		Battery9V,				*,		8,		3
		PersonalRadio,			*,		10,		5
		Megaphone,				*,		30,		15
		ElectronicRepairKit,	*,		35,		17
		CableReel,				*,		40,		20
		BatteryCharger,			*,		40,		20
		BaseRadio,				*,		50,		30
		Rangefinder,			*,		60,		35
		NVGoggles,				*,		400,	220
	


		

		

	
	<Category> Cooking & Hunting Supplies
		PurificationTablets,	*,		5,		2
		KitchenTimer,			*,		25,		10

		Cauldron,				M,		25,		10
		FryingPan,				M,		25,		10
		MeatTenderizer,			*,		25,		10
		Tripod,					*,		35,		15
		BearTrap,				*,		50,		30
	
	
	<Category> Hardware Supplies
		Paper,					*,		1,		0
		Pen_Blue,				*,		2,		1
		Rope,					*,		4,		1
		TannedLeather,			*,		4,		1
		AntiPestsSpray,			*,		8,		4
		MetalWire,				*,		15,		6
		EpoxyPutty,				*,		15,		6
		DuctTape,				*,		20,		8
		XmasLights,				*,		25,		10
		AlarmClock_Blue,		*,		25,		10
		AlarmClock_Green,		*,		25,		10
		AlarmClock_Red,			*,		25,		10
		HandcuffKeys,			*,		35,		12
		Handcuffs,				*,		50,		15
		Netting,				1,		50,		10
		BurlapSack,				*,		50,		10
		Fabric,					*,		50,		10
		WoodenPlank,			10,		50,		15
		MetalPlate,				*,		60,		18
		SmallProtectorCase,		*,		70,		30
		AmmoBox,				*,		80,		35
		SmallGasCanister,		*,		80,		35
		MediumGasCanister,		*,		100,	40
		LargeGasCanister,		*,		200,	70
		CanisterGasoline,		*,		300,	80
		NailBox,				*,		300,	120
		BarbedWire,				*,		450,	200
		Camonet,				*,		600,	250
		HescoBox,				*,		650,	250
		CombinationLock,		*,		700,	300
		CombinationLock4,		*,		900,	400
		BarrelHoles_Blue,		*,		800,	300
		BarrelHoles_Green,		*,		800,	300
		BarrelHoles_Red,		*,		800,	300
		BarrelHoles_Yellow,		*,		800,	300
		Barrel_Blue,			M,		1500,	350
		Barrel_Green,			M,		1500,	350
		Barrel_Red,				M,		1500,	350
		Barrel_Yellow,			M,		1500,	350
		SeaChest,				*,		2000,	400
		AnniversaryBox,			*,		4000,	400
		PowerGenerator,			*,		3000,	1000
		MediumTent,				*,		3000,	500		
		CarTent,				*,		5000,	700
		LargeTent,				*,		7000,	1200
		MediumTent_Green,		*,		3000,	500
		MediumTent_Orange,		*,		3000,	500
		PartyTent,				*,		3000,	500
		PartyTent_Blue,			*,		3000,	500
		PartyTent_Brown,		*,		3000,	500
		PartyTent_Lunapark,		*,		3000,	500
	
	<Category> Flags
		Flag_APA,				*,		300,	120
		Flag_Altis,				*,		300,	120
		Flag_BabyDeer,			*,		300,	120
		Flag_Bear,				*,		300,	120
		Flag_Bohemia,			*,		300,	120
		Flag_BrainZ,			*,		300,	120
		Flag_CDF,				*,		300,	120
		Flag_CHEL,				*,		300,	120
		Flag_CMC,				*,		300,	120
		Flag_Cannibals,			*,		300,	120
		Flag_Chedaki,			*,		300,	120
		Flag_Chernarus,			*,		300,	120
		Flag_DayZ,				*,		300,	120
		Flag_HunterZ,			*,		300,	120
		Flag_Livonia,			*,		300,	120
		Flag_LivoniaArmy,		*,		300,	120
		Flag_LivoniaPolice,		*,		300,	120
		Flag_NAPA,				*,		300,	120
		Flag_NSahrani,			*,		300,	120
		Flag_Pirates,			*,		300,	120
		Flag_Rooster,			*,		300,	120
		Flag_SSahrani,			*,		300,	120
		Flag_TEC,				*,		300,	120
		Flag_UEC,				*,		300,	120
		Flag_White,				*,		300,	120
		Flag_Wolf,				*,		300,	120
		Flag_Zenit,				*,		300,	120
		Flag_RSTA,				*,		300,	120
		Flag_Refuge,			*,		300,	120
		Flag_Snake,				*,		300,	120
		Flag_Crook,				*,		300,	120
		Flag_Rex,				*,		300,	120
		Flag_Zagorky,			*,		300,	120
	
	<Category> Seeds & Lime
		TomatoSeedsPack,		*,		4, 		1
		PepperSeedsPack,		*,		4, 		1
		ZucchiniSeedsPack,		*,		6, 		2
		PumpkinSeedsPack,		*,		10, 	3
		GardenLime,				*,		20,		7
		
	<Category> Fluffy Pets <3
		Bear_Beige,				*,		5,		1
		Bear_Dark,				*,		5,		1
		Bear_Pink,				*,		5,		1
		Bear_White,				*,		5,		1

		
<Trader> Weapon Trader
	<Category> Melee	
		BrassKnuckles_Shiny,	W,		15,		6
		StunBaton,				W,		15,		9
		Pipe,					W,		25,		10
		CattleProd,				W,		25,		15
		BaseballBat,			W,		35,		17
		NailedBaseballBat,		W,		45,		20
		Mace,					W,		45,		20
		Sword,					W,		45,		20
		
	<Category> Sidearms
		Flaregun,               W,		80,		40
		MakarovIJ70,			W,		100,	50
		P1,						W,		100,	50
		Ruger1022,				W,		100,	50
		CZ75,					W,		135,	70
		FNX45,					W,		175,	90
		Glock19,				W,		300,	130
		MKII,					W,		320,	160
		Colt1911,				W,		340,	180
		Engraved1911,			W,		340,	180
		Derringer_Black,		W,		340,	180
		Derringer_Grey,			W,		340,	180
		Derringer_Pink,			W,		340,	180
		Deagle,					W,		340,	180
		Deagle_Gold,			W,		500,	260
		Magnum,					W,		500,	260
		Longhorn,				W,		500,	260
		
	<Category> Rifles
		Izh18,					W,		350,	175
		Mosin9130,				W,		400,	200
		CZ527,					W,		500,	250
		Winchester70,			W,		500,	250
		Repeater,				W,		500,	250
		SKS,					W,		600,	300
		SSG82,					W,		600,	300
		Scout,					W,		1500,	750
		Scout_Chernarus,		W,		1500,	750
		Scout_Livonia,			W,		1500,	750
		CZ550,					W,		1500,	750
		M14,					W,		1600,	750
		
	<Category> Shotguns
		Izh18Shotgun,			W,		500,	250
		Mp133Shotgun,			W,		500,	250
		Izh43Shotgun,			W,		900,	400
		Saiga,					W,		1500,	600
		
	<Category> Submachine Guns
		CZ61,					W,		700,	300
		UMP45,					W,		800,	350
		MP5K,					W,		1000,	450	
		PP19,					W,		1000,	450	
		AKS74U,					W,		1100,	600
		
	<Category> Assault Rifles
		FAL,					W,		1000,	450
		AKM,					W,		1500,	750
		AK101,					W,		1500,	750
		AK74,					W,		1600,	750
		M4A1,					W,		1500,	750
		Aug,					W,		1500,	750
		AugShort,				W,		1500,	750
		M16A2,					W,		1000,	450
		FAMAS,					W,		1000,	450
		Vikhr,					W,		1600,	960
		
	//<Category> Light Machine Guns
		
	<Category> Sniper Rifles
		VSS,					W,		1600,	960
		ASVAL,					W,		1600,	960
		B95,					W,		1700,	1100
		SVD,					W,		2000,	1200
		
	<Category> Crossbows
		Crossbow_Autumn,		W,		1500,	750
		Crossbow_Black,			W,		1500,	750
		Crossbow_Summer,		W,		1500,	750
		Crossbow_Wood,			W,		1500,	750
		Ammo_HuntingBolt,		5,		32,		20
		Ammo_CupidsBolt,		5,		100,	5

	<Category> Launchers and Ammo
		M79,					W,		2000,	1200
		Ammo_40mm_Chemgas,		1,		300,	100
		Ammo_40mm_Explosive,	1,		300,	100
		Ammo_40mm_Smoke_Black,	1,		300,	100
		Ammo_40mm_Smoke_Green,	1,		300,	100
		Ammo_40mm_Smoke_Red,	1,		300,	100
		Ammo_40mm_Smoke_White,	1,		300,	100
		FireworksLauncher,		1,		1000,	600
		Anniversary_FireworksLauncher,		1,		1000,	600
		
	<Category> Explosives and Detonators
		Plastic_Explosive,		1,		1000,	600
		ClaymoreMine,			1,		1000,	600
		RemoteDetonator,		1,		1000,	600
		
	<Category> Grenades
		RGD5Grenade,			1,		300,	100
		M67Grenade,				1,		300,	100
		M18SmokeGrenade_Red,	1,		300,	100
		M18SmokeGrenade_Green,	1,		300,	100
		M18SmokeGrenade_Yellow,	1,		300,	100
		M18SmokeGrenade_Purple,	1,		300,	100
		M18SmokeGrenade_White,	1,		300,	100
		RDG2SmokeGrenade_Black,	1,		300,	100
		RDG2SmokeGrenade_White,	1,		300,	100
		FlashGrenade,			1,		300,	100
		Grenade_ChemGas,		1,		1000,	600
		
		
<Trader> Weapon Supplies

	<Category> Ammunition
		Ammo_380,				1,		1,		-1
		Ammo_9x19,				1,		1,		-1
		Ammo_22,				1,		1,		-1
		Ammo_45ACP,				1,		1,		-1
		Ammo_12gaPellets,		1,		3,		1
		Ammo_12gaRubberSlug,	1,		3,		1
		Ammo_12gaSlug,			1,		4,		2
		Ammo_9x39,				1,		4,		2
		Ammo_9x39AP,			1,		5,		3
		Ammo_308Win,			1,		5,		3
		Ammo_545x39,			1,		5,		3
		Ammo_556x45,			1,		5,		3
		Ammo_762x39,			1,		5,		3
		Ammo_762x54,			1,		10,		6		
		Ammo_556x45Tracer,		1,		10,		5
		Ammo_545x39Tracer,		1,		10,		5
		Ammo_357,				1,		10,		5
		Ammo_308WinTracer,		1,		10,		5
		Ammo_762x39Tracer,		1,		10,		5
		Ammo_Flare,				1,		15,		7
	    Ammo_FlareBlue,			1,		15,		7
	    Ammo_FlareGreen,		1,		15,		7
	    Ammo_FlareRed,			1,		15,		7
		Ammo_762x54Tracer,		1,		20,		12		
		// When changing Prices here keep in Mind that Players
		// can just unpack the Ammoboxes and sell the Ammo seperatly!
		// Originally the Ammoboxes buying Price is 20% less than
		// buying single Ammo. The Selling Price is the same as
		// selling the Ammo seperately.
		AmmoBox_380_35rnd,		*,		28,		-1
		AmmoBox_9x19_25rnd,		*,		20,		-1
		AmmoBox_45ACP_25rnd,	*,		20,		-1
		AmmoBox_22_50Rnd,		*,		60,		20
		AmmoBox_00buck_10rnd,	*,		24,		10
		AmmoBox_12gaRubberSlug_10Rnd,	*,		24,		10
		AmmoBox_12gaSlug_10Rnd,	*,		32,		20
		AmmoBox_9x39_20Rnd,		*,		32,		20
		AmmoBox_9x39AP_20Rnd,	*,		80,		60
		AmmoBox_308Win_20Rnd,	*,		80,		60
		AmmoBox_545x39_20Rnd,	*,		80,		60
		AmmoBox_556x45_20Rnd,	*,		80,		60
		AmmoBox_762x39_20Rnd,	*,		80,		60
		AmmoBox_762x54_20Rnd,	*,		200,	120		
		AmmoBox_357_20Rnd,		*,		160,	80
		AmmoBox_308WinTracer_20Rnd,		*,		160,	80
		AmmoBox_545x39Tracer_20Rnd,		*,		160, 	80
		AmmoBox_556x45Tracer_20Rnd,		*,		160,	80
		AmmoBox_762x39Tracer_20Rnd,		*,		160,	80
		AmmoBox_762x54Tracer_20Rnd,		*,		400,	200
		Ammo_HuntingBolt,				5,		32,		20
		
	<Category> Magazines
		Mag_IJ70_8Rnd,			M,		30,		15
		Mag_P1_8Rnd,			M,		30,		15
		Mag_Ruger1022_15Rnd,	M,		30,		15
		Mag_Ruger1022_30Rnd,	M,		40,		20
		Mag_CZ75_15Rnd,			M,		40,		20
		Mag_Glock_15Rnd,		M,		40,		20
		Mag_MKII_10Rnd,			M,		40,		20
		Mag_1911_7Rnd,			M,		40,		20
		Mag_Deagle_9rnd,		M,		40,		20
		Mag_FNX45_15Rnd,		M,		40,		20
		Mag_CZ527_5rnd,			M,		60,		30
		Mag_CZ61_20Rnd,			M,		100,	50
		Mag_UMP_25Rnd,			M,		150,	75
		Mag_MP5_30Rnd,			M,		200,	100
		Mag_PP19_64Rnd,			M,		200,	100
		Mag_FAL_20Rnd,			M,		100,	50
		Mag_FAMAS_25Rnd,		M,		220,	110
		Mag_Aug_30Rnd,			M,		220,	110
		Mag_Saiga_5Rnd,			M,		100,	50
		Mag_Saiga_8Rnd,			M,		220,	60
		Mag_Saiga_Drum20Rnd,	M,		480,	110
		Mag_AKM_30Rnd,			M,		220,	110
		Mag_AKM_Palm30Rnd,		M,		220,	110
		Mag_AKM_Drum75Rnd,		M,		480,	220
		Mag_AK101_30Rnd,		M,		220,	110
		Mag_AK74_30Rnd,			M,		220,	110
		Mag_AK74_45Rnd,			M,		300,	150
		Mag_M14_10Rnd,			M,		220,	110
		Mag_M14_20Rnd,			M,		250,	125
		Mag_STANAG_30Rnd,		M,		220,	110
		Mag_STANAGCoupled_30Rnd,M,		480,	220
		Mag_STANAG_60Rnd,		M,		480,	220
		Mag_CMAG_10Rnd,			M,		120,	60
		Mag_CMAG_20Rnd,			M,		180,	80
		Mag_CMAG_30Rnd,			M,		220,	110
		Mag_CMAG_40Rnd,			M,		300,	150
		Mag_VSS_10Rnd,			M,		220,	110
		Mag_VAL_20Rnd,			M,		220,	110
		Mag_SVD_10Rnd,			M,		250,	125
		Mag_Scout_5Rnd,			M,		220,	110
		Mag_CZ550_10Rnd,		M,		220,	110
		Mag_308WinSnaploader_2Rnd,		M,		250,	125
		Mag_Vikhr_30Rnd,		M,		480,	220
		
	<Category> Handguards
		MP5_PlasticHndgrd,		*,		100,	50
		MP5_RailHndgrd,			*,		150,	75
		AK74_Hndgrd,			*,		150,	75
		AK_WoodHndgrd,			*,		200,	100
		AK_RailHndgrd,			*,		200,	100
		AK_PlasticHndgrd,		*,		200,	100
		M4_PlasticHndgrd,		*,		150,	75
		M4_RISHndgrd,			*,		200,	100
		M4_MPHndgrd,			*,		200,	100

	<Category> Buttstocks
		MP5k_StockBttstck,		*,		100,	50
		PP19_Bttstck,			*,		100,	50
		Fal_OeBttstck,			*,		100,	50
		Fal_FoldingBttstck,		*,		150,	75
		Saiga_Bttstck,			*,		150,	75
		AKS74U_Bttstck,			*,		150,	75
		AK74_WoodBttstck,		*,		150,	75
		AK_PlasticBttstck,		*,		100,	50
		AK_WoodBttstck,			*,		150,	75
		AK_FoldingBttstck,		*,		250,	125
		M4_OEBttstck,			*,		150,	75
		M4_CQBBttstck,			*,		150,	75
		M4_MPBttstck,			*,		150,	75
	
	<Category> Optics
		M4_CarryHandleOptic,	*,		150,	60
		PistolOptic,			*,		150,	60
		BUISOptic,				*,		150,	60
		FNP45_MRDSOptic,		*,		250,	100
		ACOGOptic,				*,		300,	120
		ACOGOptic_6x,			*,		300,	120
		M68Optic,				*,		500,	200
		M4_T3NRDSOptic,			*,		500,	200
		KobraOptic,				*,		600,	250
		KashtanOptic,			*,		700,	300
		PUScopeOptic,			*,		900,	500
		HuntingOptic,			*,		1000,	550
		PSO1Optic,				*,		1100,	600	
		PSO11Optic,				*,		1400,	840
		KazuarOptic,			*,		2200,	1400
		StarlightOptic,			*,		2200,	1400
	
	<Category> Supressors
		PistolSuppressor,		*,		150,	75
		AK_Suppressor,			*,		250,	125
		M4_Suppressor,			*,		250,	125
		
	<Category> Compensators
		Mosin_Compensator,		*,		150,	75
		MP5_Compensator,		*,		200,	100

	<Category> Bayonets
		Mosin_Bayonet,			*,		100,	60
		M9A1_Bayonet,			*,		150,	75
		AK_Bayonet,				*,		150,	75
		SKS_Bayonet,			*,		100,	60
		
	<Category> Flashlights
		Universallight,			*,		120,	60
	
	

	//<Category> Handmade
		//LeatherGloves_Beige,	*,		0,		0
		//LeatherGloves_Black,	*,		0,		0
		//LeatherGloves_Brown,	*,		0,		0
		//LeatherGloves_Natural,*,		0,		0
		//LeatherHat_Beige,		*,		0,		0
		//LeatherHat_Black,		*,		0,		0
		//LeatherHat_Brown,		*,		0,		0
		//LeatherHat_Natural,	*,		0,		0
		//LeatherShirt_Natural,	*,		0,		0
		//LeatherStorageVest_Beige,*,	0,		0
		//LeatherStorageVest_Black,*,	0,		0
		//LeatherStorageVest_Brown,*,	0,		0
		//LeatherStorageVest_Natural,*,	0,		0
		//LeatherJacket_Beige,	*,		0,		0
		//LeatherJacket_Black,	*,		0,		0
		//LeatherJacket_Brown,	*,		0,		0
		//LeatherJacket_Natural,*,		0,		0
		//LeatherPants_Beige,	*,		0,		0
		//LeatherPants_Black,	*,		0,		0
		//LeatherPants_Brown,	*,		0,		0
		//LeatherPants_Natural,	*,		0,		0
		//LeatherShoes_Beige,	*,		0,		0
		//LeatherShoes_Black,	*,		0,		0
		//LeatherShoes_Brown,	*,		0,		0
		//LeatherShoes_Natural,	*,		0,		0
		//CourierBag,			*,		0,		0
		//FurCourierBag,		*,		0,		0
		//FurImprovisedBag,		*,		0,		0
		//ImprovisedBag,		*,		0,		0
		//LeatherSack_Beige,	*,		0,		0
		//LeatherSack_Black,	*,		0,		0
		//LeatherSack_Brown,	*,		0,		0
		//LeatherSack_Natural,	*,		0,		0
	
	
<Trader> Vehicles Trader
	<Category> Vehicles
		OffroadHatchback,		V,		14000,	8000	// Use VNK instead of V as Quantity to not give a Vehicle Key when bought.
		OffroadHatchback_Blue,	V,		14000,	8000
		OffroadHatchback_White,	V,		14000,	8000
		Hatchback_02,			V,		16000,	9600
		Hatchback_02_Blue,		V,		16000,	9600
		Hatchback_02_Black,		V,		16000,	9600
		Sedan_02,				V,		18000,	10200
		Sedan_02_Red,			V,		18000,	10200
		Sedan_02_Grey,			V,		18000,	10200
		CivilianSedan,			V,		20000,	11000
		CivilianSedan_Wine,		V,		20000,	11000
		CivilianSedan_Black,	V,		20000,	11000
		Offroad_02,				V,		50000,	30000
		Truck_01_Covered,		V,		50000,	30000
        Truck_01_Covered_Blue,	V,		50000,	30000
        Truck_01_Covered_Orange,V,		50000,	30000
	
	<Category> Vehicle Parts
		HeadlightH7_Box,		*,		30,		15
